Cidade,Sim,Não,Total,Doenças
DORES DO INDAIA,19,16,35,sobrepeso
DORES DO TURVO,-,3,3,sobrepeso
DOURADOQUARA,-,3,3,sobrepeso
DURANDE,2,4,6,sobrepeso
ELOI MENDES,1,1,2,sobrepeso
ENTRE FOLHAS,-,6,6,sobrepeso
ENTRE RIOS DE MINAS,10,10,20,sobrepeso
ERVALIA,6,5,11,sobrepeso
ESMERALDAS,15,41,56,sobrepeso
ESPERA FELIZ,11,61,72,sobrepeso
ESPINOSA,10,14,24,sobrepeso
ESPIRITO SANTO DO DOURADO,7,10,17,sobrepeso
ESTIVA,6,34,40,sobrepeso
ESTRELA DALVA,1,13,14,sobrepeso
ESTRELA DO INDAIA,9,12,21,sobrepeso
ESTRELA DO SUL,-,9,9,sobrepeso
EUGENOPOLIS,6,15,21,sobrepeso
EWBANK DA CAMARA,-,8,8,sobrepeso
EXTREMA,91,146,237,sobrepeso
FAMA,1,-,1,sobrepeso
FARIA LEMOS,-,1,1,sobrepeso
FELICIO DOS SANTOS,-,2,2,sobrepeso
SAO GONCALO DO RIO PRETO,1,3,4,sobrepeso
FELISBURGO,1,2,3,sobrepeso
FELIXLANDIA,1,1,2,sobrepeso
FERNANDES TOURINHO,3,5,8,sobrepeso
FERVEDOURO,4,11,15,sobrepeso
FORMIGA,89,186,275,sobrepeso
FORTALEZA DE MINAS,15,23,38,sobrepeso
FORTUNA DE MINAS,8,4,12,sobrepeso
FRANCISCO BADARO,5,9,14,sobrepeso
FRANCISCO DUMONT,2,-,2,sobrepeso
FRANCISCO SA,5,5,10,sobrepeso
FREI INOCENCIO,4,14,18,sobrepeso
FREI LAGONEGRO,-,1,1,sobrepeso
FRONTEIRA,2,5,7,sobrepeso
FRONTEIRA DOS VALES,2,6,8,sobrepeso
FRUTA DE LEITE,-,4,4,sobrepeso
FRUTAL,21,91,112,sobrepeso
FUNILANDIA,-,3,3,sobrepeso
GALILEIA,10,3,13,sobrepeso
GAMELEIRAS,-,3,3,sobrepeso
GOIANA,-,1,1,sobrepeso
GONCALVES,7,26,33,sobrepeso
GOUVEIA,2,7,9,sobrepeso
GOVERNADOR VALADARES,309,673,982,sobrepeso
GRAO MOGOL,3,2,5,sobrepeso
GRUPIARA,4,12,16,sobrepeso
GUANHAES,84,170,254,sobrepeso
GUAPE,47,47,94,sobrepeso
GUARACIAMA,6,5,11,sobrepeso
GUARANESIA,16,59,75,sobrepeso
GUARANI,5,19,24,sobrepeso
GUARARA,1,2,3,sobrepeso
GUARDA-MOR,7,7,14,sobrepeso
GUAXUPE,70,152,222,sobrepeso
GUIDOVAL,7,29,36,sobrepeso
GUIMARANIA,3,4,7,sobrepeso
GURINHATA,4,1,5,sobrepeso
HELIODORA,10,21,31,sobrepeso
IAPU,4,9,13,sobrepeso
IBERTIOGA,12,9,21,sobrepeso
IBIA,11,25,36,sobrepeso
IBIRACI,16,15,31,sobrepeso
IBIRITE,82,233,315,sobrepeso
IBITIURA DE MINAS,13,25,38,sobrepeso
IBITURUNA,2,-,2,sobrepeso
IGARAPE,19,77,96,sobrepeso
IGARATINGA,13,17,30,sobrepeso
IGUATAMA,3,10,13,sobrepeso
ILICINEA,8,32,40,sobrepeso
IMBE DE MINAS,-,5,5,sobrepeso
INCONFIDENTES,6,19,25,sobrepeso
INDAIABIRA,3,12,15,sobrepeso
INDIANOPOLIS,1,5,6,sobrepeso
INHAPIM,19,79,98,sobrepeso
INIMUTABA,2,11,13,sobrepeso
IPABA,12,19,31,sobrepeso
IPANEMA,18,23,41,sobrepeso
IPATINGA,480,253,733,sobrepeso
IPUIUNA,20,70,90,sobrepeso
ITABIRA,108,116,224,sobrepeso
ITABIRINHA,-,6,6,sobrepeso
ITABIRITO,4,2,6,sobrepeso
ITACARAMBI,3,16,19,sobrepeso
ITAGUARA,7,16,23,sobrepeso
ITAIPE,1,3,4,sobrepeso
ITAJUBA,357,463,820,sobrepeso
ITAMARANDIBA,12,19,31,sobrepeso
ITAMARATI DE MINAS,26,30,56,sobrepeso
ITAMBACURI,4,16,20,sobrepeso
ITAMBE DO MATO DENTRO,1,-,1,sobrepeso
ITAMOGI,12,45,57,sobrepeso
ITAMONTE,4,14,18,sobrepeso
ITANHANDU,55,39,94,sobrepeso
ITANHOMI,9,23,32,sobrepeso
ITAOBIM,7,13,20,sobrepeso
ITAPAGIPE,24,36,60,sobrepeso
ITAPECERICA,8,9,17,sobrepeso
ITAPEVA,9,18,27,sobrepeso
ITATIAIUCU,6,20,26,sobrepeso
ITAU DE MINAS,73,70,143,sobrepeso
ITAUNA,54,111,165,sobrepeso
ITUETA,4,2,6,sobrepeso
ITUIUTABA,73,137,210,sobrepeso
ITUMIRIM,2,-,2,sobrepeso
ITURAMA,31,82,113,sobrepeso
ITUTINGA,7,11,18,sobrepeso
JABOTICATUBAS,7,19,26,sobrepeso
JACINTO,-,6,6,sobrepeso
JACUI,53,76,129,sobrepeso
JACUTINGA,29,62,91,sobrepeso
JAGUARACU,1,4,5,sobrepeso
JAIBA,3,5,8,sobrepeso
JAMPRUCA,2,4,6,sobrepeso
JANAUBA,7,25,32,sobrepeso
JANUARIA,25,87,112,sobrepeso
JAPARAIBA,-,5,5,sobrepeso
JAPONVAR,-,1,1,sobrepeso
JENIPAPO DE MINAS,5,4,9,sobrepeso
JEQUERI,4,28,32,sobrepeso
JEQUITAI,-,4,4,sobrepeso
JEQUITINHONHA,1,1,2,sobrepeso
JESUANIA,-,1,1,sobrepeso
JOAIMA,5,16,21,sobrepeso
JOANESIA,1,9,10,sobrepeso
JOAO MONLEVADE,37,50,87,sobrepeso
JOAO PINHEIRO,19,36,55,sobrepeso
JORDANIA,-,1,1,sobrepeso
JOSE GONCALVES DE MINAS,1,5,6,sobrepeso
JOSE RAYDAN,1,10,11,sobrepeso
NOVA UNIAO,9,11,20,sobrepeso
JUATUBA,3,18,21,sobrepeso
JUIZ DE FORA,315,406,721,sobrepeso
JURUAIA,7,10,17,sobrepeso
JUVENILIA,-,2,2,sobrepeso
LAGAMAR,10,25,35,sobrepeso
LAGOA DA PRATA,23,38,61,sobrepeso
LAGOA DOURADA,-,1,1,sobrepeso
LAGOA FORMOSA,16,26,42,sobrepeso
LAGOA GRANDE,1,4,5,sobrepeso
LAGOA SANTA,12,9,21,sobrepeso
LAMBARI,58,70,128,sobrepeso
LARANJAL,1,6,7,sobrepeso
LASSANCE,2,2,4,sobrepeso
LAVRAS,22,54,76,sobrepeso
LEANDRO FERREIRA,8,5,13,sobrepeso
LEOPOLDINA,18,18,36,sobrepeso
LIMA DUARTE,16,15,31,sobrepeso
LIMEIRA DO OESTE,1,4,5,sobrepeso
LONTRA,-,1,1,sobrepeso
LUISBURGO,5,10,15,sobrepeso
LUZ,10,31,41,sobrepeso
MACHADO,72,119,191,sobrepeso
MADRE DE DEUS DE MINAS,2,13,15,sobrepeso
MANGA,3,10,13,sobrepeso
MANHUACU,11,33,44,sobrepeso
MANHUMIRIM,20,33,53,sobrepeso
MANTENA,21,27,48,sobrepeso
MARAVILHAS,2,6,8,sobrepeso
MAR DE ESPANHA,5,14,19,sobrepeso
MARIA DA FE,40,52,92,sobrepeso
MARIANA,51,33,84,sobrepeso
MARIPA DE MINAS,-,1,1,sobrepeso
MARLIERIA,3,11,14,sobrepeso
MARMELOPOLIS,5,31,36,sobrepeso
MARTINHO CAMPOS,11,42,53,sobrepeso
MATERLANDIA,4,1,5,sobrepeso
MATEUS LEME,69,57,126,sobrepeso
MATIAS BARBOSA,14,21,35,sobrepeso
MATIAS CARDOSO,2,6,8,sobrepeso
MATO VERDE,-,5,5,sobrepeso
MATOZINHOS,3,4,7,sobrepeso
MATUTINA,2,1,3,sobrepeso
MEDEIROS,-,2,2,sobrepeso
MEDINA,3,6,9,sobrepeso
MENDES PIMENTEL,3,2,5,sobrepeso
MERCES,15,7,22,sobrepeso
MESQUITA,3,1,4,sobrepeso
MINAS NOVAS,2,13,15,sobrepeso
MINDURI,2,13,15,sobrepeso
MIRABELA,5,4,9,sobrepeso
MIRADOURO,1,5,6,sobrepeso
MIRAI,6,19,25,sobrepeso
MIRAVANIA,-,1,1,sobrepeso
MOEDA,17,21,38,sobrepeso
MOEMA,1,8,9,sobrepeso
MONJOLOS,2,4,6,sobrepeso
MONTE ALEGRE DE MINAS,10,25,35,sobrepeso
MONTE AZUL,10,24,34,sobrepeso
MONTE BELO,9,28,37,sobrepeso
MONTE CARMELO,66,107,173,sobrepeso
MONTE SANTO DE MINAS,26,70,96,sobrepeso
MONTES CLAROS,172,322,494,sobrepeso
MONTE SIAO,26,98,124,sobrepeso
MONTEZUMA,-,1,1,sobrepeso
MORADA NOVA DE MINAS,8,37,45,sobrepeso
MORRO DO PILAR,-,1,1,sobrepeso
MUNHOZ,13,13,26,sobrepeso
MURIAE,31,60,91,sobrepeso
MUTUM,2,3,5,sobrepeso
MUZAMBINHO,4,25,29,sobrepeso
NACIP RAYDAN,1,10,11,sobrepeso
NANUQUE,6,27,33,sobrepeso
NAQUE,6,23,29,sobrepeso
NATERCIA,2,11,13,sobrepeso
NAZARENO,12,12,24,sobrepeso
NEPOMUCENO,25,45,70,sobrepeso
NINHEIRA,-,1,1,sobrepeso
NOVA BELEM,-,5,5,sobrepeso
NOVA ERA,3,5,8,sobrepeso
NOVA LIMA,73,142,215,sobrepeso
NOVA MODICA,2,1,3,sobrepeso
NOVA PORTEIRINHA,2,1,3,sobrepeso
NOVA RESENDE,8,29,37,sobrepeso
NOVA SERRANA,58,124,182,sobrepeso
NOVO CRUZEIRO,4,8,12,sobrepeso
NOVORIZONTE,5,3,8,sobrepeso
OLARIA,3,3,6,sobrepeso
OLIMPIO NORONHA,1,3,4,sobrepeso
OLIVEIRA,28,58,86,sobrepeso
OLIVEIRA FORTES,3,3,6,sobrepeso
ONCA DE PITANGUI,3,9,12,sobrepeso
ORATORIOS,-,3,3,sobrepeso
ORIZANIA,2,1,3,sobrepeso
OURO BRANCO,33,26,59,sobrepeso
OURO FINO,23,66,89,sobrepeso
OURO PRETO,111,166,277,sobrepeso
OURO VERDE DE MINAS,-,1,1,sobrepeso
PADRE PARAISO,3,1,4,sobrepeso
PAINEIRAS,2,6,8,sobrepeso
PAINS,6,11,17,sobrepeso
PAI PEDRO,2,2,4,sobrepeso
PAIVA,5,1,6,sobrepeso
PALMA,3,6,9,sobrepeso
PALMOPOLIS,5,3,8,sobrepeso
PAPAGAIOS,7,7,14,sobrepeso
PARACATU,29,35,64,sobrepeso
PARA DE MINAS,227,264,491,sobrepeso
PARAISOPOLIS,32,61,93,sobrepeso
PARAOPEBA,7,3,10,sobrepeso
PASSA-VINTE,-,4,4,sobrepeso
PASSOS,71,160,231,sobrepeso
PATOS DE MINAS,109,195,304,sobrepeso
PATROCINIO,37,56,93,sobrepeso
PAULA CANDIDO,10,34,44,sobrepeso
PECANHA,1,2,3,sobrepeso
PEDRA AZUL,-,2,2,sobrepeso
PEDRA DO ANTA,-,4,4,sobrepeso
PEDRA DOURADA,-,1,1,sobrepeso
PEDRALVA,9,53,62,sobrepeso
PEDRAS DE MARIA DA CRUZ,-,1,1,sobrepeso
PEDRINOPOLIS,-,3,3,sobrepeso
PEDRO LEOPOLDO,18,9,27,sobrepeso
PEQUI,3,8,11,sobrepeso
PERDIGAO,5,12,17,sobrepeso
PERDIZES,18,37,55,sobrepeso
PERDOES,10,21,31,sobrepeso
PERIQUITO,11,19,30,sobrepeso
PESCADOR,5,1,6,sobrepeso
PIAU,-,8,8,sobrepeso
PIEDADE DE CARATINGA,10,24,34,sobrepeso
PIEDADE DE PONTE NOVA,3,8,11,sobrepeso
PIEDADE DO RIO GRANDE,-,3,3,sobrepeso
PIEDADE DOS GERAIS,5,4,9,sobrepeso
PIMENTA,10,12,22,sobrepeso
PINGO-D'AGUA,2,2,4,sobrepeso
PIRACEMA,4,3,7,sobrepeso
PIRANGA,7,16,23,sobrepeso
PIRANGUCU,17,26,43,sobrepeso
PIRANGUINHO,40,46,86,sobrepeso
PIRAPETINGA,5,16,21,sobrepeso
PIRAPORA,7,8,15,sobrepeso
PIRAUBA,6,11,17,sobrepeso
PITANGUI,73,48,121,sobrepeso
PIUMHI,43,97,140,sobrepeso
PLANURA,6,22,28,sobrepeso
POCO FUNDO,26,59,85,sobrepeso
POCOS DE CALDAS,322,461,783,sobrepeso
POMPEU,20,22,42,sobrepeso
PONTE NOVA,46,103,149,sobrepeso
PORTEIRINHA,20,15,35,sobrepeso
PORTO FIRME,1,3,4,sobrepeso
POTE,4,19,23,sobrepeso
POUSO ALEGRE,205,284,489,sobrepeso
POUSO ALTO,1,17,18,sobrepeso
PRADOS,5,3,8,sobrepeso
PRATA,8,20,28,sobrepeso
PRATAPOLIS,6,16,22,sobrepeso
PRATINHA,3,5,8,sobrepeso
PRESIDENTE BERNARDES,-,4,4,sobrepeso
PRESIDENTE JUSCELINO,3,4,7,sobrepeso
PRESIDENTE KUBITSCHEK,1,3,4,sobrepeso
PRUDENTE DE MORAIS,3,8,11,sobrepeso
QUARTEL GERAL,3,6,9,sobrepeso
QUELUZITO,-,2,2,sobrepeso
RAPOSOS,8,19,27,sobrepeso
RAUL SOARES,6,10,16,sobrepeso
RECREIO,5,8,13,sobrepeso
RESENDE COSTA,15,16,31,sobrepeso
RESPLENDOR,17,14,31,sobrepeso
RESSAQUINHA,2,5,7,sobrepeso
RIACHINHO,1,10,11,sobrepeso
RIACHO DOS MACHADOS,-,2,2,sobrepeso
RIBEIRAO DAS NEVES,107,213,320,sobrepeso
RIO ACIMA,2,3,5,sobrepeso
RIO CASCA,7,11,18,sobrepeso
RIO DOCE,8,6,14,sobrepeso
RIO DO PRADO,-,1,1,sobrepeso
RIO ESPERA,-,2,2,sobrepeso
RIO NOVO,2,5,7,sobrepeso
RIO PARDO DE MINAS,12,47,59,sobrepeso
RIO PIRACICABA,6,6,12,sobrepeso
RIO POMBA,39,51,90,sobrepeso
RIO PRETO,-,1,1,sobrepeso
RIO VERMELHO,1,1,2,sobrepeso
RITAPOLIS,7,4,11,sobrepeso
RODEIRO,-,2,2,sobrepeso
ROMARIA,3,8,11,sobrepeso
SABARA,67,119,186,sobrepeso
SABINOPOLIS,6,14,20,sobrepeso
SACRAMENTO,24,45,69,sobrepeso
SALINAS,5,22,27,sobrepeso
SALTO DA DIVISA,2,5,7,sobrepeso
SANTA BARBARA,22,49,71,sobrepeso
SANTA BARBARA DO LESTE,3,10,13,sobrepeso
SANTA BARBARA DO MONTE VERDE,1,1,2,sobrepeso
SANTA BARBARA DO TUGURIO,-,6,6,sobrepeso
SANTA CRUZ DE MINAS,-,8,8,sobrepeso
SANTA CRUZ DO ESCALVADO,1,3,4,sobrepeso
SANTA JULIANA,5,21,26,sobrepeso
SANTA LUZIA,13,52,65,sobrepeso
SANTA MARGARIDA,8,44,52,sobrepeso
SANTA MARIA DE ITABIRA,2,9,11,sobrepeso
SANTA MARIA DO SALTO,1,1,2,sobrepeso
SANTA MARIA DO SUACUI,1,6,7,sobrepeso
SANTANA DE PIRAPAMA,1,3,4,sobrepeso
SANTANA DO GARAMBEU,1,2,3,sobrepeso
SANTANA DO JACARE,7,10,17,sobrepeso
SANTANA DO PARAISO,21,58,79,sobrepeso
SANTANA DOS MONTES,2,9,11,sobrepeso
SANTA RITA DE CALDAS,16,29,45,sobrepeso
SANTA RITA DE JACUTINGA,4,6,10,sobrepeso
SANTA RITA DE MINAS,5,1,6,sobrepeso
SANTA RITA DE IBITIPOCA,1,6,7,sobrepeso
SANTA RITA DO SAPUCAI,78,118,196,sobrepeso
SANTA ROSA DA SERRA,3,16,19,sobrepeso
SANTA VITORIA,40,79,119,sobrepeso
SANTO ANTONIO DO AMPARO,7,6,13,sobrepeso
SANTO ANTONIO DO AVENTUREIRO,2,6,8,sobrepeso
SANTO ANTONIO DO GRAMA,4,14,18,sobrepeso
SANTO ANTONIO DO ITAMBE,4,17,21,sobrepeso
SANTO ANTONIO DO JACINTO,-,3,3,sobrepeso
SANTO ANTONIO DO MONTE,21,20,41,sobrepeso
SANTO ANTONIO DO RETIRO,-,2,2,sobrepeso
SANTO ANTONIO DO RIO ABAIXO,-,2,2,sobrepeso
SANTO HIPOLITO,-,1,1,sobrepeso
SANTOS DUMONT,5,6,11,sobrepeso
SAO BENTO ABADE,2,9,11,sobrepeso
SAO BRAS DO SUACUI,10,16,26,sobrepeso
SAO DOMINGOS DAS DORES,7,5,12,sobrepeso
SAO DOMINGOS DO PRATA,11,28,39,sobrepeso
SAO FELIX DE MINAS,2,6,8,sobrepeso
SAO FRANCISCO,4,9,13,sobrepeso
SAO FRANCISCO DE SALES,6,14,20,sobrepeso
SAO GERALDO,5,9,14,sobrepeso
SAO GERALDO DO BAIXIO,-,4,4,sobrepeso
SAO GONCALO DO ABAETE,2,6,8,sobrepeso
SAO GONCALO DO RIO ABAIXO,7,8,15,sobrepeso
SAO GONCALO DO SAPUCAI,27,68,95,sobrepeso
SAO GOTARDO,30,47,77,sobrepeso
SAO JOAO BATISTA DO GLORIA,22,28,50,sobrepeso
SAO JOAO DA MATA,2,6,8,sobrepeso
SAO JOAO DA PONTE,9,26,35,sobrepeso
SAO JOAO DEL REI,61,109,170,sobrepeso
SAO JOAO DO MANHUACU,2,13,15,sobrepeso
SAO JOAO DO ORIENTE,10,25,35,sobrepeso
SAO JOAO DO PARAISO,5,5,10,sobrepeso
SAO JOAO NEPOMUCENO,32,43,75,sobrepeso
SAO JOAQUIM DE BICAS,12,32,44,sobrepeso
SAO JOSE DA BARRA,10,13,23,sobrepeso
SAO JOSE DA LAPA,5,8,13,sobrepeso
SAO JOSE DA SAFIRA,13,6,19,sobrepeso
SAO JOSE DA VARGINHA,4,11,15,sobrepeso
SAO JOSE DO ALEGRE,-,6,6,sobrepeso
SAO JOSE DO DIVINO,2,15,17,sobrepeso
SAO JOSE DO GOIABAL,4,5,9,sobrepeso
SAO JOSE DO JACURI,-,1,1,sobrepeso
SAO LOURENCO,45,187,232,sobrepeso
SAO MIGUEL DO ANTA,9,10,19,sobrepeso
SAO PEDRO DA UNIAO,4,12,16,sobrepeso
SAO PEDRO DOS FERROS,13,16,29,sobrepeso
SAO PEDRO DO SUACUI,1,4,5,sobrepeso
SAO SEBASTIAO DA BELA VISTA,7,10,17,sobrepeso
SAO SEBASTIAO DA VARGEM ALEGRE,2,5,7,sobrepeso
SAO SEBASTIAO DO ANTA,-,1,1,sobrepeso
SAO SEBASTIAO DO OESTE,5,-,5,sobrepeso
SAO SEBASTIAO DO PARAISO,200,200,400,sobrepeso
SAO SEBASTIAO DO RIO VERDE,2,7,9,sobrepeso
SAO TIAGO,30,50,80,sobrepeso
SAO TOMAS DE AQUINO,8,7,15,sobrepeso
SAO THOME DAS LETRAS,-,2,2,sobrepeso
SAO VICENTE DE MINAS,5,5,10,sobrepeso
SAPUCAI-MIRIM,15,35,50,sobrepeso
SARDOA,1,16,17,sobrepeso
SARZEDO,20,49,69,sobrepeso
SENADOR AMARAL,27,12,39,sobrepeso
SENADOR FIRMINO,-,1,1,sobrepeso
SENADOR JOSE BENTO,7,6,13,sobrepeso
SENADOR MODESTINO GONCALVES,3,7,10,sobrepeso
SENHORA DE OLIVEIRA,-,9,9,sobrepeso
SENHORA DO PORTO,4,4,8,sobrepeso
SENHORA DOS REMEDIOS,4,24,28,sobrepeso
SERITINGA,3,4,7,sobrepeso
SERRA AZUL DE MINAS,-,5,5,sobrepeso
SERRA DA SAUDADE,3,1,4,sobrepeso
SERRA DOS AIMORES,-,5,5,sobrepeso
SERRA DO SALITRE,1,9,10,sobrepeso
SERRANIA,14,31,45,sobrepeso
SERRANOS,-,1,1,sobrepeso
SERRO,13,11,24,sobrepeso
SILVEIRANIA,1,1,2,sobrepeso
SILVIANOPOLIS,9,10,19,sobrepeso
SOBRALIA,-,1,1,sobrepeso
SOLEDADE DE MINAS,18,12,30,sobrepeso
TABULEIRO,3,2,5,sobrepeso
TAPIRAI,6,5,11,sobrepeso
TAQUARACU DE MINAS,-,1,1,sobrepeso
TEIXEIRAS,4,16,20,sobrepeso
TEOFILO OTONI,41,72,113,sobrepeso
TIMOTEO,-,1,1,sobrepeso
TIRADENTES,5,18,23,sobrepeso
TIROS,3,2,5,sobrepeso
TOCANTINS,3,17,20,sobrepeso
TOCOS DO MOJI,9,7,16,sobrepeso
TOLEDO,8,15,23,sobrepeso
TOMBOS,4,11,15,sobrepeso
TRES CORACOES,3,18,21,sobrepeso
TRES PONTAS,124,146,270,sobrepeso
TURMALINA,16,8,24,sobrepeso
TURVOLANDIA,7,21,28,sobrepeso
UBA,86,135,221,sobrepeso
UBAI,1,3,4,sobrepeso
UBAPORANGA,3,8,11,sobrepeso
UBERABA,671,1227,1898,sobrepeso
UBERLANDIA,401,746,1147,sobrepeso
UMBURATIBA,2,4,6,sobrepeso
UNAI,85,130,215,sobrepeso
UNIAO DE MINAS,-,9,9,sobrepeso
URUANA DE MINAS,2,3,5,sobrepeso
URUCANIA,10,23,33,sobrepeso
VARGEM ALEGRE,6,12,18,sobrepeso
VARGEM GRANDE DO RIO PARDO,-,1,1,sobrepeso
VARGINHA,100,95,195,sobrepeso
VARJAO DE MINAS,5,5,10,sobrepeso
VARZEA DA PALMA,19,45,64,sobrepeso
VARZELANDIA,-,5,5,sobrepeso
VAZANTE,5,8,13,sobrepeso
VERDELANDIA,-,5,5,sobrepeso
VERISSIMO,1,2,3,sobrepeso
VERMELHO NOVO,11,21,32,sobrepeso
VESPASIANO,35,96,131,sobrepeso
VICOSA,98,161,259,sobrepeso
VIEIRAS,1,2,3,sobrepeso
VIRGEM DA LAPA,-,5,5,sobrepeso
VIRGINIA,-,1,1,sobrepeso
VOLTA GRANDE,-,2,2,sobrepeso
WENCESLAU BRAZ,1,6,7,sobrepeso
Total,13643,22992,36635,sobrepeso
